##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): June 2, 2015, 12:40 a.m.
## Download Date (Y/M/D): 2015/06/05
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;inclNoJust&quot;:true,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;-2&quot;],&quot;inclFPlinked&quot;:true,&quot;inclHasSource&quot;:true,&quot;kics&quot;:[],&quot;cols&quot;:[&quot;pdepth&quot;,&quot;scdata&quot;,&quot;bjd0&quot;,&quot;glat&quot;,&quot;morph&quot;,&quot;swidth&quot;,&quot;ra&quot;,&quot;lcdata&quot;,&quot;figs&quot;,&quot;flags&quot;,&quot;sep&quot;,&quot;sigma&quot;,&quot;sdepth&quot;,&quot;keff&quot;,&quot;kic&quot;,&quot;p&quot;,&quot;pwidth&quot;,&quot;dec&quot;,&quot;kmag&quot;,&quot;glon&quot;],&quot;etvshort&quot;:true,&quot;inclFPnotlinked&quot;:true,&quot;incat1&quot;:true,&quot;inclHasJust&quot;:true,&quot;inclNoSource&quot;:true,&quot;kois&quot;:[]}
##
#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep,sigma,morph,Teff,kmag,RA,DEC,GLon,GLat,SC,
8023317,16.5790023,54979.733478,0.0357,0.0016,0.0182,0.0167,0.6583,0.0001,0.13,5625.0000,12.8870,289.9703,43.8205,75.4709,13.6645,True,
5979863,16.6218542,54966.551875,0.0574,0.0015,0.0095,0.0100,0.5202,0.0004,0.07,5698.0000,15.2290,297.0000,41.2900,75.5739,7.9046,False,
6847018,16.6621665,54958.523585,0.0254,0.0007,0.0085,0.0107,0.4348,0.0002,0.06,6211.0000,13.3440,286.3003,42.3748,72.9902,15.5373,False,
5735878,16.8320824,54966.173872,0.0528,0.0018,0.0197,0.0186,0.2419,0.0002,0.14,6045.0000,13.1250,299.1617,40.9270,76.0797,6.3132,False,
7672068,16.8361771,55005.325304,-0.0009,-1.0000,0.0813,-1.0000,1.0000,0.0002,-1.00,5942.0000,12.4340,287.8638,43.3042,74.3423,14.8478,False,
7987749,17.0308540,54978.541993,0.0735,0.0338,0.0089,0.0101,0.4095,0.0003,0.06,5349.0000,14.4610,299.8216,43.7603,78.7821,7.3457,False,
7751562,17.0421586,54975.424963,0.0540,0.0021,0.0187,0.0173,0.6264,0.0005,0.13,5951.0000,15.2520,291.2846,43.4053,75.4993,12.6267,False,
8356054,17.0812314,55282.974394,0.2909,0.1248,0.0095,0.0149,0.5192,0.0009,0.07,5231.0000,15.8630,287.9726,44.3336,75.3529,15.1843,False,
3342592,17.1773261,54969.191059,0.0248,-1.0000,0.0197,-1.0000,1.0000,0.0004,0.14,5717.0000,14.9230,291.5563,38.4463,71.0473,10.2608,False,
2719873,17.2792902,54968.273349,0.1642,0.0085,0.0106,0.0143,0.4989,0.0006,0.07,5086.0000,15.1600,292.9306,37.9644,71.1098,9.0799,False,
9001468,17.3299655,54975.726452,0.2384,0.0582,0.0166,0.0072,0.3102,0.0010,0.12,4949.0000,15.2000,282.7616,45.3985,74.9722,19.0100,False,
6842345,17.3816119,55010.171917,0.0552,-1.0000,0.0070,-1.0000,1.0000,0.0005,0.04,5834.0000,15.5670,284.1321,42.3504,72.3381,17.0121,False,
6522750,17.4456414,54968.745463,0.2998,0.1523,0.0129,0.0137,0.5449,0.0002,0.09,5547.0000,11.2300,291.9289,41.9564,74.3777,11.5679,True,
7914906,17.5058148,54962.971405,0.0366,0.0359,0.0077,0.0080,0.4999,0.0026,0.06,6952.0000,11.9610,298.8165,43.6733,78.3339,7.9270,True,
4044005,17.5119471,54954.747545,0.0041,-1.0000,0.0041,-1.0000,1.0000,0.0001,0.02,-1.0000,12.3360,287.6163,39.1272,70.3270,13.3262,True,
6131659,17.5278303,54960.041397,0.3205,0.1036,0.0114,0.0111,0.4998,0.0001,0.09,4870.0000,12.5340,294.2791,41.4369,74.7165,9.7685,True,
8075618,17.5612071,54970.923039,0.0849,0.0856,0.0065,0.0064,0.5001,0.0007,0.04,5288.0000,15.6740,281.5979,43.9765,73.2602,19.3126,False,
5546761,17.6706523,54964.588566,0.0003,-1.0000,0.0165,-1.0000,1.0000,0.0003,0.15,5564.0000,14.8740,295.4812,40.7320,74.5197,8.6371,True,
9291039,17.6839288,55002.118404,0.0002,-1.0000,0.3215,-1.0000,1.0000,0.0002,0.99,5759.0000,12.2390,295.7194,45.7476,79.0861,10.8585,False,
4079530,17.7271000,54994.771374,0.1285,0.0054,0.0091,0.0157,0.3628,0.0006,0.07,5755.0000,15.5560,296.7345,39.1861,73.6253,7.0473,False,
3230787,17.7340523,54959.186771,0.1783,-1.0000,0.0141,-1.0000,1.0000,0.0002,0.10,5669.0000,12.5530,290.2548,38.3417,70.4925,11.1293,True,
6145939,17.7454139,55006.195223,0.0798,-1.0000,0.0073,-1.0000,1.0000,0.0030,0.05,6090.0000,12.3660,297.6765,41.4286,75.9485,7.5315,False,
12251650,17.7619949,54971.658491,0.0228,-1.0000,0.0051,-1.0000,1.0000,0.0004,0.03,4952.0000,14.7620,287.4610,50.9751,81.6329,18.0162,False,
7812175,17.7939247,55002.612666,0.0390,0.0094,0.0087,0.0092,0.4134,0.0010,0.06,-1.0000,16.3280,288.0242,43.5458,74.6197,14.8373,False,
5807579,17.8443251,54966.693941,0.2090,0.0413,0.0099,0.0130,0.3378,0.0004,0.07,-1.0000,13.7450,296.3493,41.0730,75.1411,8.2262,False,
12316447,17.9077000,55008.519184,0.2335,0.0232,0.0130,0.0124,0.7296,0.0011,0.09,5934.0000,16.1070,296.1154,51.0071,83.9758,13.0614,False,
10198109,17.9187428,54979.392203,0.1261,0.0054,0.0094,0.0166,0.6628,0.0006,0.07,5592.0000,13.7760,287.4935,47.2247,77.9904,16.6111,False,
8179747,17.9462768,54969.948861,0.0978,-1.0000,0.0158,-1.0000,1.0000,0.0004,0.11,5040.0000,14.9330,296.4170,44.0482,77.8036,9.6178,False,
5284262,17.9633117,55004.961964,-0.0005,-1.0000,0.0551,-1.0000,1.0000,0.0002,-1.00,6349.0000,13.1100,294.4163,40.4802,73.9078,9.2302,False,
11923629,17.9732836,54995.528060,-0.0003,-1.0000,0.1654,-1.0000,1.0000,0.0003,-1.00,5975.0000,12.2570,296.3860,50.2050,83.3265,12.5399,False,
7177553,17.9964667,54954.545842,0.0595,0.0483,0.0092,0.0095,0.7425,0.0003,0.06,-1.0000,11.5110,283.0121,42.7213,72.3892,17.9155,True,
8151107,18.0013083,55010.277304,0.0002,-1.0000,0.0918,-1.0000,1.0000,0.0001,-1.00,6524.0000,12.5530,285.5886,44.0477,74.3956,16.6527,True,
7624297,18.0196520,54981.666613,0.1589,0.0098,0.0095,0.0103,0.5070,0.0004,0.07,5135.0000,14.9280,296.4600,43.2855,77.1408,9.2240,False,
10330495,18.0600812,54971.610227,0.0625,0.0080,0.0263,0.0225,0.4752,0.0005,0.18,5132.0000,14.7240,287.8751,47.4458,78.3062,16.4558,False,
9896435,18.0767000,54997.328488,0.0588,0.0145,0.0070,0.0057,0.5073,0.0014,0.04,-1.0000,16.6360,294.1258,46.7978,79.5225,12.3192,False,
4932691,18.1120792,54967.712673,0.1114,0.0376,0.0134,0.0107,0.2648,0.0102,0.10,7109.0000,13.6270,294.2402,40.0075,73.4209,9.1275,False,
5876805,18.1730361,55188.230522,0.0680,0.0065,0.0224,0.0186,0.3847,0.0007,0.15,5559.0000,15.9270,291.9650,41.1222,73.6271,11.1740,False,
4545729,18.3835201,55011.690434,0.0003,-1.0000,0.0728,-1.0000,1.0000,0.0001,-1.00,6096.0000,13.1110,286.4008,39.6984,70.4731,14.4161,False,
10992733,18.5259185,54977.194097,0.4053,0.2686,0.0113,0.0153,0.7177,0.0011,0.08,5274.0000,15.1240,298.8056,48.4720,82.5431,10.3267,False,
6593363,18.5278243,54972.256833,0.0832,0.0034,0.0128,0.0202,0.5795,0.0002,0.09,5865.0000,12.8930,287.6727,42.0592,73.1047,14.4787,True,
9278553,18.6100950,54972.084282,0.0484,-1.0000,0.0098,-1.0000,1.0000,0.0007,0.07,5848.0000,15.8400,290.8835,45.7659,77.5693,13.8894,False,
5095269,18.6119616,54966.865286,0.1220,-1.0000,0.0077,-1.0000,1.0000,0.0002,0.05,6227.0000,13.5280,290.5519,40.2350,72.3336,11.7470,False,
2010607,18.6322960,54974.489675,0.0006,-1.0000,0.0562,-1.0000,1.0000,0.0001,-1.00,6122.0000,11.3470,290.5056,37.4590,69.7736,10.5638,True,
7021177,18.6453284,55017.497406,0.3756,0.2415,0.0074,0.0247,0.5542,0.0037,0.06,5684.0000,15.5110,287.6370,42.5308,73.5404,14.6917,False,
9119405,18.6463233,54972.091160,0.2195,0.1881,0.0163,0.0208,0.2323,0.0003,0.11,5569.0000,13.7290,300.8903,45.4034,80.5974,7.5435,False,
9838975,18.6928663,54976.832312,0.0550,-1.0000,0.0088,-1.0000,1.0000,0.0007,0.06,5018.0000,16.1470,295.0335,46.6002,79.6316,11.6747,False,
10332789,18.7407263,54968.206431,0.1344,0.0058,0.0107,0.0190,0.5553,0.0007,0.08,5893.0000,15.8610,289.0368,47.4660,78.6423,15.7395,False,
8711548,18.7781610,54982.676903,0.4372,0.2109,0.0153,0.0187,0.6001,0.0005,0.11,6529.0000,13.9440,298.8722,44.8744,79.4032,8.4964,False,
6762829,18.7952663,54971.667903,0.0309,0.0009,0.0229,0.0230,0.4980,0.0002,0.15,5640.0000,13.9410,286.8304,42.2792,73.0573,15.1391,True,
2437149,18.7987347,55008.621824,0.2338,0.1535,0.0131,0.0190,0.4885,0.0025,0.11,5130.0000,17.6280,290.2058,37.7691,69.9508,10.9136,True,
3341934,18.8394967,54970.768578,0.1923,0.0221,0.0102,0.0183,0.5222,0.0008,0.07,5992.0000,15.2910,291.3862,38.4915,71.0279,10.4001,False,
11494130,18.9554142,54962.683855,0.0002,0.0006,0.0275,0.1216,0.0089,0.0001,-1.00,6330.0000,10.9880,284.0268,49.4154,79.2865,19.5423,True,
11572363,19.0277526,54998.473402,-0.0009,-1.0000,0.0362,-1.0000,1.0000,0.0005,-1.00,6069.0000,12.4260,297.7151,49.5738,83.1695,11.4872,False,
3850086,19.1142466,55012.165119,0.0001,-1.0000,0.1260,-1.0000,1.0000,0.0001,-1.00,6230.0000,11.2390,291.3975,38.9647,71.4627,10.6032,True,
12253490,19.1597425,54974.567551,0.0281,-1.0000,0.0068,-1.0000,1.0000,0.0005,0.04,4431.0000,15.0530,288.6433,50.9012,81.8478,17.2961,False,
10480982,19.2213880,54979.108679,0.0710,-1.0000,0.0088,-1.0000,1.0000,0.0005,0.06,5876.0000,15.3410,295.8145,47.6904,80.8696,11.7068,False,
9777062,19.2300378,54965.580711,0.2589,0.0331,0.0119,0.0164,0.5994,0.0004,0.08,7466.0000,12.2410,294.4608,46.5897,79.4386,12.0202,True,
7375795,19.3007961,54966.359698,0.0002,-1.0000,0.0150,-1.0000,1.0000,0.0001,0.12,-1.0000,13.6010,295.5107,42.9306,76.4892,9.6635,True,
10004546,19.3569135,54983.981414,-0.0004,-1.0000,0.1113,-1.0000,1.0000,0.0002,-1.00,5936.0000,12.9080,288.7470,46.9307,78.0507,15.7101,False,
8690001,19.3592717,54986.633046,0.3740,0.3435,0.0223,0.0164,0.3947,0.0005,0.13,5938.0000,14.2570,292.1084,44.8465,77.0932,12.7178,False,
4649440,19.3707322,55000.046424,0.0006,-1.0000,0.0039,-1.0000,1.0000,0.0002,0.04,5109.0000,12.9560,290.1377,39.7652,71.7606,11.8296,False,
8702921,19.3843829,54970.214339,0.0052,0.0013,0.0480,0.2146,0.4430,0.0004,-1.00,4824.0000,11.9800,296.6650,44.8531,78.6063,9.8487,False,
10464078,19.4040168,54966.674182,0.0091,-1.0000,0.0251,-1.0000,1.0000,0.0006,0.20,4877.0000,15.4870,289.2582,47.6353,78.8652,15.6690,False,
10753734,19.4066925,54982.807075,0.3915,0.3268,0.0106,0.0129,0.8054,0.0005,0.07,5446.0000,13.5640,299.0783,48.0220,82.2374,9.9460,False,
10711913,19.4080156,55007.204177,0.1342,0.0062,0.0110,0.0084,0.4492,0.0006,0.08,5474.0000,15.5210,282.6011,48.0367,77.5761,19.9831,False,
10518735,19.5150000,55008.246386,0.2077,0.1416,0.0084,0.0093,0.8147,0.0011,0.06,5146.0000,16.7390,283.9157,47.7846,77.6313,19.0681,False,
5982353,19.5630950,54967.353946,0.0133,-1.0000,0.0140,-1.0000,1.0000,0.0002,0.10,5961.0000,11.1150,297.5255,41.2618,75.7457,7.5472,True,
11235323,19.6684015,54965.523185,0.3465,0.1285,0.0377,0.0384,0.4998,0.0016,0.29,5071.0000,13.4860,287.0466,48.9932,79.5919,17.5456,True,
3547874,19.6921722,54999.266982,-0.0013,-1.0000,0.0485,-1.0000,1.0000,0.0001,-1.00,6371.0000,10.9520,292.2829,38.6657,71.5064,9.8526,True,
8197761,19.7384500,55011.448889,0.0049,-1.0000,0.0074,-1.0000,1.0000,0.0071,0.07,7068.0000,10.6560,301.0388,44.0711,79.5081,6.7573,True,
6117415,19.7416252,54969.445961,0.0847,-1.0000,0.0056,-1.0000,1.0000,0.0004,-1.00,6282.0000,10.5430,289.8611,41.4082,73.1882,12.7227,True,
7436177,19.9335233,54996.882286,0.1646,0.0903,0.0150,0.0175,0.4553,0.0003,0.10,6270.0000,14.5750,289.1110,43.0136,74.4484,13.8984,False,
3734660,19.9421366,55004.352911,-0.0001,-1.0000,0.0731,-1.0000,1.0000,0.0001,-1.00,6030.0000,12.9350,287.6238,38.8554,70.0749,13.2090,False,
9016295,19.9744830,54984.654842,0.0384,0.0020,0.0079,0.0077,0.6035,0.0004,0.05,5819.0000,15.2170,289.7275,45.3677,76.8497,14.4611,False,
5130380,19.9830000,55009.918408,0.0203,-1.0000,0.0230,-1.0000,1.0000,0.0010,0.16,5655.0000,16.2990,299.1550,40.2881,75.5250,5.9907,False,
4862625,20.0002491,54967.819337,0.0127,0.0013,0.0091,0.0110,0.3927,0.0004,0.06,6149.0000,13.7180,298.2151,39.9551,74.8691,6.4405,False,
5017127,20.0064041,54991.925594,0.0001,-1.0000,0.0581,-1.0000,1.0000,0.0001,-1.00,6195.0000,12.5100,293.5486,40.1117,73.2651,9.6446,False,
9117416,20.0346008,54978.408729,0.0001,-1.0000,0.0166,-1.0000,1.0000,0.0002,0.14,-1.0000,13.2660,300.3162,45.4954,80.4662,7.9357,False,
6449552,20.1488111,54968.810783,0.4776,0.1020,0.0137,0.0083,0.4312,0.0005,0.09,5357.0000,14.9040,293.9489,41.8555,74.9772,10.1810,False,
8912308,20.1744430,55005.755725,-0.0007,-1.0000,0.1786,-1.0000,1.0000,0.0002,-1.00,4872.0000,11.4320,300.0684,45.1016,80.0348,7.8828,False,
3749404,20.3063852,54981.166190,-0.0023,-1.0000,0.0638,-1.0000,1.0000,0.0003,-1.00,7144.0000,10.5750,292.0795,38.8371,71.5886,10.0716,True,
5872150,20.3551034,54967.645862,0.0272,-1.0000,0.0113,-1.0000,1.0000,0.0003,0.08,5816.0000,14.5570,290.4254,41.1392,73.1247,12.2243,True,
11506235,20.4130553,54973.016016,0.0893,0.0046,0.0075,0.0075,0.6529,0.0004,0.05,5676.0000,14.8740,291.3007,49.4957,81.1960,15.1803,False,
9661869,20.4271000,55009.750124,0.0957,-1.0000,0.0059,-1.0000,1.0000,0.0010,0.04,5915.0000,16.6770,296.6571,46.3805,79.9666,10.5841,False,
11869052,20.5454950,54970.909481,0.0005,-1.0000,0.0054,-1.0000,1.0000,0.0001,0.03,5525.0000,12.0030,294.4019,50.1721,82.7068,13.6581,True,
9291629,20.6861040,54967.245735,0.1904,-1.0000,0.0674,-1.0000,1.0000,0.0235,0.53,4629.0000,13.9570,295.9068,45.7241,79.1275,10.7321,False,
11970288,20.7023187,55008.521606,0.0011,-1.0000,0.0813,-1.0000,1.0000,0.0003,-1.00,6690.0000,11.3080,295.2126,50.3169,83.0776,13.2585,False,
7105574,20.7260663,54976.200686,0.1112,0.0692,0.0111,0.0114,0.8190,0.0005,0.08,5765.0000,14.0690,287.7462,42.6486,73.6852,14.6651,False,
9284741,20.7292642,54974.226901,0.3224,0.3202,0.0077,0.0122,0.6779,0.0003,0.09,5085.0000,14.8070,293.4254,45.7609,78.3517,12.2883,False,
9837578,20.7337490,54965.845830,0.3595,0.2490,0.0115,0.0133,0.5057,0.0006,0.08,5359.0000,15.7260,294.4970,46.6898,79.5413,12.0434,True,
9596089,20.8389900,55008.172562,0.1374,-1.0000,0.0051,-1.0000,1.0000,0.0015,0.03,5177.0000,16.5830,294.9623,46.2256,79.2689,11.5464,False,
8569819,20.8499218,54970.557967,0.3131,0.1455,0.0229,0.0097,0.5029,0.0043,0.17,7137.0000,13.0400,295.4758,44.6215,77.9919,10.4824,False,
10258558,20.8678557,54969.403096,0.0720,0.0711,0.0113,0.0098,0.5135,0.0003,0.11,5862.0000,14.4920,284.4545,47.3120,77.2931,18.5650,False,
7122259,20.8821680,55292.799998,0.1779,0.1010,0.0184,0.0189,0.6024,0.0005,0.12,6122.0000,15.6000,293.1458,42.6242,75.3970,11.0609,False,
10602291,20.9273614,54972.324885,0.0079,-1.0000,0.0060,-1.0000,1.0000,0.0003,0.03,5812.0000,14.8770,292.7824,47.8006,80.0343,13.5789,True,
8211605,20.9795250,55001.698244,0.0022,-1.0000,0.0065,-1.0000,1.0000,0.0006,0.04,4995.0000,15.4860,281.6060,44.1848,73.4704,19.3764,False,
10228942,21.0254417,54960.196457,0.1093,-1.0000,0.0111,-1.0000,1.0000,0.0002,0.08,6361.0000,13.0790,298.8274,47.2577,81.4790,9.7131,False,
4247092,21.0564163,55004.129544,0.0011,-1.0000,0.0031,-1.0000,1.0000,0.0002,-1.00,5565.0000,14.1690,286.8797,39.3784,70.3237,13.9495,True,
9786821,21.1200186,54962.007795,0.0116,-1.0000,0.0038,-1.0000,1.0000,0.0001,0.02,-1.0000,11.5100,297.7257,46.5488,80.4769,10.0200,True,
5091614,21.1424579,54971.390914,0.0681,0.0265,0.0092,0.0083,0.5919,0.0002,0.06,5820.0000,14.0830,289.4830,40.2928,72.0288,12.5085,False,
9673173,21.2947400,54980.095925,0.1110,0.0939,0.0136,0.0128,0.8403,0.0003,0.09,5838.0000,13.7310,300.0141,46.3453,81.0947,8.5518,False,
10319590,21.3204594,54965.716743,0.0238,0.0076,0.0128,0.0150,0.5060,0.0002,0.09,5518.0000,13.7290,281.7148,47.4144,76.7456,20.3503,False,
5193386,21.3782936,54980.203835,0.2704,0.0778,0.0421,0.0461,0.4960,0.0008,0.32,4797.0000,13.9980,293.6601,40.3642,73.5322,9.6857,True,
2697935,21.5133595,55008.469440,0.0024,-1.0000,0.0043,-1.0000,1.0000,0.0002,-1.00,4883.0000,10.6300,287.4679,37.9666,69.1922,12.9530,False,
5460835,21.5392736,54977.153537,0.1357,0.0228,0.0087,0.0089,0.6028,0.0002,0.06,5864.0000,14.2930,295.2969,40.6616,74.3896,8.7263,False,
9474969,21.5705056,54984.792516,0.1387,0.1270,0.0251,0.0223,0.7567,0.0003,0.17,6085.0000,12.4620,295.6289,46.0514,79.3296,11.0562,True,
1026957,21.7613058,54956.017106,0.0011,-1.0000,0.0031,-1.0000,1.0000,0.0001,0.01,4845.0000,12.5590,291.2545,36.7436,69.3933,9.7104,True,
4252226,21.8589584,54984.262196,0.1115,0.0350,0.0102,0.0134,0.2096,0.0003,0.07,5650.0000,13.9160,288.7269,39.3377,70.8906,12.6315,False,
5175668,21.8821152,55007.260809,0.0001,-1.0000,0.1502,-1.0000,1.0000,0.0001,-1.00,6234.0000,13.3420,288.3171,40.3280,71.6796,13.3305,False,
4769799,21.9293139,54968.505532,0.0223,-1.0000,0.0160,-1.0000,1.0000,0.0002,0.12,4911.0000,10.9460,297.3174,39.8780,74.4552,6.9982,True,
7050060,22.0440000,55012.472816,0.0000,-1.0000,0.0571,-1.0000,1.0000,0.0002,-1.00,-1.0000,12.9990,296.2551,42.5302,76.3971,8.9919,False,
8167978,22.0527157,55006.605818,0.0135,0.0099,0.0089,0.0055,0.5843,0.0005,0.06,5301.0000,15.4400,292.6334,44.0018,76.4846,12.0103,False,
11519226,22.1607147,54973.018008,0.0052,0.0047,0.0056,0.0060,0.3817,0.0001,0.03,5646.0000,13.0340,297.0707,49.4425,82.8483,11.7928,True,
11288684,22.2100629,54998.318341,-0.0001,-1.0000,0.0583,-1.0000,1.0000,0.0002,-1.00,-1.0000,13.7800,287.1591,49.0800,79.7049,17.5087,False,
8322564,22.2588457,55005.671918,-0.0004,-1.0000,0.1166,-1.0000,1.0000,0.0002,-1.00,5355.0000,12.4210,298.7603,44.2662,78.8310,8.2601,False,
11656302,22.2648087,54983.837403,0.0198,0.0014,0.0160,0.0168,0.3992,0.0003,0.11,5172.0000,14.6260,288.6925,49.7235,80.7193,16.8229,False,
4633434,22.2712087,54967.759142,0.1688,0.0105,0.0072,0.0110,0.4830,0.0006,0.04,4902.0000,15.3620,283.9860,39.7845,69.8096,16.1612,False,
11859811,22.3142787,54967.206545,0.0000,-1.0000,0.0756,-1.0000,1.0000,0.0001,0.90,-1.0000,10.8330,289.3813,50.1894,81.3458,16.5919,False,
8559863,22.4704963,54976.284087,0.0443,0.0363,0.0118,0.0119,0.4778,0.0001,0.08,5154.0000,12.7230,291.7309,44.6226,76.7672,12.8625,True,
8364969,22.5719568,54978.033983,0.0748,-1.0000,0.0062,-1.0000,1.0000,0.0005,0.03,5431.0000,15.4500,291.5974,44.3985,76.5176,12.8517,False,
11506938,22.5747805,55004.625793,0.0011,-1.0000,0.0535,-1.0000,1.0000,0.0001,-1.00,6373.0000,11.6120,291.6465,49.4934,81.2896,14.9747,False,
4649305,22.6511384,54973.336784,0.0026,-1.0000,0.0068,-1.0000,1.0000,0.0002,-1.00,6742.0000,13.6820,290.1033,39.7816,71.7641,11.8605,True,
8210721,22.6728162,54971.142082,0.0663,0.0026,0.0111,0.0123,0.5834,0.0003,0.08,5412.0000,14.2740,281.0105,44.1538,73.2901,19.7695,False,
10491544,22.7719842,54996.255223,0.0254,0.0219,0.0149,0.0163,0.7086,0.0003,0.10,4835.0000,13.4360,298.9116,47.6583,81.8606,9.8624,False,
10491554,22.7721203,54996.216235,0.2474,0.1908,0.0117,0.0162,0.7082,0.0006,0.06,5785.0000,15.0180,298.9133,47.6579,81.8607,9.8612,False,
12017140,22.8452421,54982.956652,0.0480,0.0012,0.0092,0.0092,0.4492,0.0002,0.06,6026.0000,13.8830,293.9149,50.4693,82.8417,14.0678,False,
4144236,22.9134572,54973.645777,0.2375,-1.0000,0.0062,-1.0000,1.0000,0.0005,0.03,6346.0000,11.8560,287.8333,39.2213,70.4863,13.2117,True,
8095275,23.0073495,54919.213755,0.0069,0.0069,0.1086,0.3720,0.0000,0.0008,-1.00,4683.0000,13.6060,290.9708,43.9708,75.9235,13.0742,False,
4178389,23.2105233,54967.385240,0.0261,-1.0000,0.0049,-1.0000,1.0000,0.0003,0.02,5645.0000,14.2280,296.1852,39.2627,73.4827,7.4558,True,
6963171,23.3082187,54997.777557,-0.0004,-1.0000,0.0492,-1.0000,1.0000,0.0002,-1.00,5931.0000,14.1060,295.8099,42.4592,76.1747,9.2460,False,
10418797,23.3553477,54979.477764,0.0379,-1.0000,0.0069,-1.0000,1.0000,0.0004,0.04,5556.0000,15.2780,296.9573,47.5538,81.1161,10.9629,True,
10616571,23.6731066,54969.956158,0.0242,-1.0000,0.0272,-1.0000,1.0000,0.0007,0.18,5544.0000,13.0570,297.6647,47.8014,81.5699,10.6638,True,
5986209,23.7379705,55297.374713,0.3261,0.0881,0.0058,0.0125,0.6305,0.0006,0.03,5345.0000,15.1470,298.3718,41.2918,76.0921,7.0112,False,
9838060,23.8158285,55059.287573,0.0504,0.0046,0.0059,0.0060,0.4542,0.0007,0.03,5365.0000,16.0290,294.6659,46.6659,79.5734,11.9293,False,
6672229,23.8323739,55023.906825,0.2486,0.1533,0.0107,0.0149,0.5379,0.0005,0.09,5487.0000,15.5810,284.9411,42.1132,72.3398,16.3679,False,
7837302,23.8371361,54982.935571,0.0286,-1.0000,0.0088,-1.0000,1.0000,0.0002,0.06,-1.0000,13.7220,296.5539,43.5432,77.4028,9.2884,True,
8823868,23.8761357,54988.008633,0.0058,0.0020,0.0205,0.0153,0.4993,0.0002,0.16,9751.0000,11.4090,293.7857,45.0185,77.7892,11.7294,True,
9097120,23.8996529,54974.182416,0.0204,-1.0000,0.0056,-1.0000,1.0000,0.0005,0.03,5957.0000,15.4530,294.7177,45.4858,78.5185,11.3579,False,
5090690,24.0233248,54961.588331,0.0132,0.0136,0.0062,0.0058,0.5001,0.0001,0.04,-1.0000,13.2520,289.1914,40.2632,71.9050,12.6975,True,
9658118,24.0599949,55005.062023,0.4076,0.4084,0.0143,0.0277,0.6022,0.0004,0.11,6225.0000,14.1580,295.3660,46.3772,79.5375,11.3688,False,
3757588,24.0899809,54987.285063,0.0051,0.0015,0.0151,0.0148,0.5686,0.0005,0.12,5214.0000,14.9400,294.1434,38.8932,72.3893,8.6710,False,
7821010,24.2382426,54969.615845,0.4208,0.3455,0.0059,0.0222,0.7637,0.0003,0.03,6298.0000,10.8160,291.3199,43.5955,75.6864,12.6856,True,
10849244,24.2616830,54955.979284,0.1831,0.1543,0.0102,0.0115,0.3946,0.0001,0.07,5887.0000,12.3250,285.9783,48.2255,78.5724,17.9270,False,
8027591,24.2744321,54994.397704,-0.0003,-1.0000,0.0562,-1.0000,1.0000,0.0001,-1.00,-1.0000,11.4200,291.3655,43.8680,75.9531,12.7733,False,
5553652,24.3282319,54974.041196,0.0012,-1.0000,0.0092,-1.0000,1.0000,0.0008,0.06,5143.0000,15.9520,296.9919,40.7589,75.1039,7.6491,False,
6041734,24.3400239,54969.058105,0.0007,-1.0000,0.0072,-1.0000,1.0000,0.0004,0.04,5994.0000,15.2800,291.6045,41.3094,73.6759,11.5000,False,
8098728,24.4850000,55068.427936,0.0002,-1.0000,0.0117,-1.0000,1.0000,0.0003,0.35,6404.0000,10.8000,292.2263,43.9953,76.3466,12.2703,True,
9761882,24.5859785,55006.714634,0.0008,-1.0000,0.0083,-1.0000,1.0000,0.0005,0.06,5298.0000,15.5980,287.5697,46.5679,77.3775,16.3133,False,
11974540,24.6691944,54965.863261,0.0076,-1.0000,0.0135,-1.0000,1.0000,0.0003,0.09,6507.0000,13.2240,297.0094,50.3723,83.6681,12.2654,True,
3128793,24.6793813,54970.770924,0.0080,-1.0000,0.0285,-1.0000,1.0000,0.0011,0.23,4371.0000,14.6330,294.2070,38.2235,71.8154,8.3120,True,
7670617,24.7031598,54969.139216,0.2601,0.0319,0.0100,0.0117,0.6134,0.0005,0.07,4876.0000,15.5170,287.1845,43.3671,74.2001,15.3266,False,
10268809,24.7089993,54971.999951,0.0221,0.0184,0.0077,0.0078,0.6605,0.0002,0.05,5787.0000,13.7370,289.6806,47.3178,78.6809,15.2807,False,
4950557,24.7147912,54957.777142,0.1995,0.0005,0.0069,0.2750,0.5577,0.0001,0.04,6052.0000,12.5260,298.2144,40.0732,74.9715,6.5005,True,
10215422,24.8470804,54987.126909,0.2907,0.0575,0.0104,0.0102,0.6833,0.0003,0.07,5427.0000,14.6080,294.7599,47.2019,80.0913,12.1160,False,
4459068,24.9559946,54957.137809,0.0046,-1.0000,0.0043,-1.0000,1.0000,0.0001,-1.00,8908.0000,11.4580,290.0244,39.5634,71.5362,11.8212,True,
11391755,25.1041145,54979.433856,0.0005,-1.0000,0.0195,-1.0000,1.0000,0.0006,0.16,5876.0000,15.5270,285.3652,49.2016,79.3851,18.6487,True,
5983348,25.1507843,54983.344883,0.0361,0.0058,0.0110,0.0086,0.5047,0.0005,0.08,5680.0000,15.0480,297.7337,41.2509,75.8145,7.4059,False,
