##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): June 2, 2015, 12:40 a.m.
## Download Date (Y/M/D): 2015/06/05
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;inclNoJust&quot;:true,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;-2&quot;],&quot;inclFPlinked&quot;:true,&quot;inclHasSource&quot;:true,&quot;kics&quot;:[],&quot;cols&quot;:[&quot;pdepth&quot;,&quot;scdata&quot;,&quot;bjd0&quot;,&quot;glat&quot;,&quot;morph&quot;,&quot;swidth&quot;,&quot;ra&quot;,&quot;lcdata&quot;,&quot;figs&quot;,&quot;flags&quot;,&quot;sep&quot;,&quot;sigma&quot;,&quot;sdepth&quot;,&quot;keff&quot;,&quot;kic&quot;,&quot;p&quot;,&quot;pwidth&quot;,&quot;dec&quot;,&quot;kmag&quot;,&quot;glon&quot;],&quot;etvshort&quot;:true,&quot;inclFPnotlinked&quot;:true,&quot;incat1&quot;:true,&quot;inclHasJust&quot;:true,&quot;inclNoSource&quot;:true,&quot;kois&quot;:[]}
##
#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep,sigma,morph,Teff,kmag,RA,DEC,GLon,GLat,SC,
10743600,0.8170230,55001.787433,0.1091,0.0297,0.1208,0.1115,0.5050,0.0073,0.58,-1.0000,17.2060,296.3835,48.0440,81.3707,11.5343,False,
8386048,0.8174223,55000.207690,0.2194,0.1168,0.1823,0.1595,0.4956,0.0177,0.71,5863.0000,16.6460,298.2163,44.3237,78.6849,8.6262,False,
11255667,0.8189143,54954.276509,0.0157,0.0106,0.2703,0.2289,0.5010,0.0013,0.88,6355.0000,10.9410,296.7704,48.9223,82.2853,11.7206,False,
6029214,0.8190664,54954.336797,0.0598,0.0393,0.1073,0.1022,0.4994,0.0052,0.60,-1.0000,12.9270,287.0756,41.3910,72.2879,14.6201,False,
9790965,0.8220677,54953.735741,0.0348,0.0121,0.0791,0.2703,0.5026,0.0011,0.58,6309.0000,13.3880,298.9116,46.5866,80.9177,9.3292,False,
8848104,0.8248518,54964.625931,0.0302,-1.0000,0.0803,-1.0000,1.0000,0.0021,0.49,5447.0000,12.3720,300.9949,45.0789,80.3568,7.3114,False,
7950962,0.8269566,54953.825170,0.1914,0.1880,0.1718,0.2029,0.5122,0.0123,0.92,6800.0000,10.6780,288.4098,43.7072,74.8881,14.6462,True,
7950964,0.8269566,55001.791082,0.2896,0.2813,0.1842,0.2326,0.5141,0.0318,0.94,5690.0000,13.4030,288.4107,43.7075,74.8887,14.6458,False,
10454725,0.8317678,54964.748311,0.3279,0.1010,0.2031,0.2184,0.5025,0.0064,0.64,6911.0000,14.2410,284.4652,47.6027,77.5836,18.6584,False,
5198934,0.8347392,54965.098659,0.0796,0.0696,0.2635,0.2205,0.5027,0.0053,0.94,6905.0000,14.2460,295.0661,40.3282,74.0085,8.7221,False,
7766185,0.8354573,54954.554702,0.4035,0.3672,0.1337,0.1031,0.5003,0.0193,0.73,5977.0000,12.1140,296.0164,43.4368,77.1186,9.5795,False,
8211824,0.8411311,55000.482124,0.0779,0.0813,0.0774,0.0713,0.5039,0.0181,0.58,4860.0000,16.0550,281.7446,44.1696,73.4904,19.2776,True,
3339563,0.8412314,54965.394962,0.2274,0.1037,0.1731,0.3725,0.5152,0.0258,0.72,5367.0000,14.1760,290.7460,38.4431,70.7575,10.8280,False,
6464285,0.8436513,54964.946805,0.3037,0.0689,0.1059,0.0994,0.5009,0.0104,0.55,5061.0000,13.8260,297.6710,41.8760,76.3382,7.7572,False,
6028860,0.8440331,55003.147571,0.0012,0.0014,0.0609,0.0577,0.5015,0.0002,0.45,5401.0000,14.4030,286.9206,41.3712,72.2213,14.7190,False,
6311681,0.8447864,54967.214653,0.0034,-1.0000,0.1314,-1.0000,1.0000,0.0006,0.59,5500.0000,15.3630,298.7115,41.6358,76.5208,6.9650,False,
10129482,0.8462906,54965.192407,0.1918,0.0532,0.0735,0.0756,0.4995,0.0083,0.47,4558.0000,15.9940,286.8404,47.1733,77.7669,17.0033,False,
3104113,0.8467860,54965.284916,0.3678,0.3343,0.1607,0.1883,0.5007,0.0213,0.85,5910.0000,13.4470,288.0397,38.2941,69.6895,12.6802,False,
6365321,0.8484849,54964.893729,-0.0001,-1.0000,0.0003,-1.0000,1.0000,0.0005,0.43,5648.0000,15.3230,292.2368,41.7393,74.2830,11.2661,True,
8822555,0.8528414,55000.243981,0.2372,0.1404,0.1911,0.2099,0.5087,0.0092,0.80,6375.0000,14.4080,293.2931,45.0420,77.6510,12.0511,False,
2835289,0.8577619,55000.445378,0.0227,0.0184,0.2446,0.2738,0.5072,0.0040,0.92,6228.0000,13.0090,286.8593,38.0275,69.0466,13.4152,True,
10257903,0.8585697,54965.028648,0.1055,0.0726,0.0928,0.0838,0.5019,0.0125,0.59,5761.0000,15.4820,284.0842,47.3736,77.2633,18.8218,False,
5606644,0.8619311,54999.674424,0.0571,0.0308,0.0737,0.0632,0.4988,0.0024,0.63,7541.0000,14.8330,287.4298,40.8225,71.8607,14.1476,False,
7366145,0.8643608,54964.919807,0.0231,0.0180,0.2206,0.2961,0.5098,0.0015,0.90,6428.0000,13.7840,292.8334,42.9315,75.5718,11.4039,False,
12109845,0.8659588,55000.560010,0.2658,0.1330,0.0819,0.0735,0.5015,0.0150,0.51,4371.0000,16.4400,290.9192,50.6964,82.2324,15.8907,False,
8904448,0.8659827,54965.065034,0.2483,0.1203,0.1277,0.2424,0.5140,0.0091,0.74,7820.0000,13.8790,297.8815,45.1264,79.2723,9.2295,False,
5560831,0.8677210,54999.871366,0.1102,0.0290,0.1130,0.0743,0.5015,0.0033,0.60,-1.0000,16.0900,298.4946,40.7316,75.6520,6.6486,False,
2577756,0.8703335,54964.662821,0.1022,-1.0000,0.1360,-1.0000,1.0000,0.0151,0.63,5630.0000,15.5140,291.8620,37.8299,70.5983,9.7687,False,
9480977,0.8710309,54954.431255,0.0032,0.0026,0.2663,0.2327,0.4889,0.0004,0.94,7289.0000,12.2990,297.5310,46.0176,79.9391,9.8792,False,
9346655,0.8716212,54965.122004,0.0944,-1.0000,0.0584,-1.0000,1.0000,0.0206,0.45,4183.0000,14.2990,293.5396,45.8739,78.4915,12.2675,False,
9394601,0.8768264,54955.415456,0.1542,0.0280,0.1332,0.1400,0.4591,0.0028,0.59,6118.0000,12.2900,287.1531,45.9838,76.7005,16.3570,False,
8314879,0.8777596,54999.845981,0.3344,0.2057,0.1392,0.1345,0.5008,0.0074,0.62,8904.0000,15.6150,296.8903,44.2792,78.1747,9.4315,False,
9840412,0.8784558,54954.562389,0.1900,0.1648,0.1347,0.1594,0.5015,0.0103,0.79,6507.0000,12.8430,295.5437,46.6196,79.8144,11.3728,False,
8523194,0.8785327,54954.223740,0.0576,0.0523,0.2548,0.2207,0.5085,0.0039,0.94,7314.0000,11.9520,300.3180,44.5351,79.6368,7.4392,False,
8696327,0.8792288,55000.025587,0.4104,0.2575,0.1870,0.1694,0.5018,0.0162,0.75,6720.0000,14.5880,294.5113,44.8067,77.8353,11.1755,False,
11338865,0.8803849,54954.094893,0.0137,0.0086,0.2982,0.2280,0.4961,0.0009,0.87,8658.0000,13.2750,285.3125,49.1146,79.2864,18.6510,False,
8800998,0.8828148,54965.516811,0.0172,0.0107,0.3146,0.2299,0.5056,0.0022,0.86,8616.0000,13.7210,283.2749,45.0839,74.7900,18.5630,False,
5474733,0.8837752,55066.460374,0.0001,-1.0000,0.0984,-1.0000,1.0000,0.0003,0.54,5700.0000,14.0630,298.3949,40.6289,75.5244,6.6620,False,
7777443,0.8851249,54954.257271,0.3856,0.1370,0.1602,0.0881,0.5016,0.0081,0.62,8224.0000,11.9140,298.8540,43.4350,78.1399,7.7834,True,
7630690,0.8865633,54954.581174,0.0016,0.0015,0.2332,0.3224,0.4613,0.0002,0.97,8996.0000,11.2430,297.9232,43.2563,77.6418,8.2803,False,
11295347,0.8884399,54954.543519,0.0186,0.0188,0.2375,0.2761,0.5064,0.0011,0.97,7620.0000,11.7290,290.9891,49.0728,80.7100,15.1929,False,
3114667,0.8885832,54999.753222,0.2636,0.2214,0.0774,0.0736,0.5000,0.0107,0.52,-1.0000,17.3750,290.9972,38.2826,70.6997,10.5802,False,
5386810,0.8888928,54954.090811,0.0006,-1.0000,0.1820,-1.0000,1.0000,0.0003,0.96,7395.0000,12.6800,297.9218,40.5194,75.2471,6.9176,False,
2851100,0.8901084,54965.364973,0.0004,-1.0000,0.0459,-1.0000,1.0000,0.0007,0.43,4600.0000,15.7230,291.1707,38.0086,70.5117,10.3362,False,
10815379,0.8905202,55002.338261,0.0804,0.0295,0.2518,0.2452,0.5545,0.0035,0.79,6069.0000,11.2450,298.0926,48.1045,81.9810,10.5601,True,
7296094,0.8907493,55000.511330,0.0328,-1.0000,0.0751,-1.0000,1.0000,0.0041,0.47,-1.0000,18.5900,295.7881,42.8464,76.5119,9.4446,False,
3458919,0.8920610,54964.815308,0.0778,0.0588,0.0890,0.0789,0.5001,0.0094,0.53,5063.0000,13.8150,295.1403,38.5975,72.4989,7.8463,False,
7501230,0.8927503,54954.448499,0.3357,0.2587,0.1077,0.1501,0.4995,0.0147,0.75,6977.0000,12.4470,281.3623,43.1530,72.3777,19.1982,False,
9392682,0.8929178,54954.626396,0.1778,0.1596,0.1094,0.1558,0.4992,0.0097,0.80,7195.0000,11.4980,286.0571,45.9494,76.3693,17.0504,False,
3659940,0.8962698,54965.564596,0.0847,-1.0000,0.0687,-1.0000,1.0000,0.0200,0.54,5344.0000,15.2610,295.0046,38.7755,72.6056,8.0244,False,
8240861,0.8984997,55000.000664,0.4183,0.4269,0.1220,0.1216,0.4998,0.0122,0.62,6088.0000,15.2820,294.4713,44.1234,77.2037,10.8868,False,
4739791,0.8989216,54999.891004,0.1637,0.0687,0.1224,0.1131,0.4988,0.0042,0.59,7538.0000,14.7030,289.7104,39.8180,71.6651,12.1487,False,
7811211,0.9024056,54964.825947,0.0051,-1.0000,0.0810,-1.0000,1.0000,0.0009,0.49,5549.0000,14.5960,287.5706,43.5317,74.4712,15.1335,False,
7812455,0.9035823,54964.877627,0.0013,0.0012,0.0668,0.0672,0.4999,0.0003,0.49,6253.0000,14.8110,288.1708,43.5012,74.6213,14.7220,False,
7258889,0.9039046,54965.003774,0.3974,0.1183,0.1282,0.1222,0.5009,0.0045,0.58,6203.0000,13.6730,282.7763,42.8111,72.4135,18.1093,False,
5952403,0.9056778,54965.206719,0.0033,-1.0000,0.0890,-1.0000,1.0000,0.0008,0.52,-1.0000,6.9660,289.2874,41.2648,72.8685,13.0527,False,
2162283,0.9063780,54954.348794,0.0107,0.0107,0.2580,0.2546,0.5014,0.0021,1.00,6683.0000,9.5510,291.8918,37.5568,70.3620,9.6241,True,
10735519,0.9070641,54954.052963,0.0019,-1.0000,0.1165,-1.0000,1.0000,0.0006,0.56,4881.0000,11.7800,293.5574,48.0417,80.4900,13.2164,False,
6045264,0.9093104,54965.634157,0.3648,0.3566,0.1242,0.1217,0.5011,0.0075,0.61,6074.0000,13.4370,292.6973,41.3347,74.0718,10.7767,False,
7584739,0.9115578,54954.431499,0.4185,0.2545,0.1635,0.1566,0.5075,0.0140,0.71,6772.0000,13.3800,282.2911,43.2839,72.7508,18.6060,False,
9020426,0.9133929,54965.446822,0.4207,0.3997,0.1085,0.1095,0.5005,0.0119,0.58,5732.0000,14.5500,291.2793,45.3068,77.2614,13.4443,False,
6516874,0.9163270,55001.922486,0.0901,0.1017,0.0949,0.0969,0.5007,0.0192,0.60,5787.0000,15.8960,290.0969,41.9707,73.7871,12.8019,False,
9083523,0.9184208,54954.484907,0.4499,0.1555,0.1851,0.2107,0.5016,0.0099,0.65,-1.0000,12.7090,289.7392,45.4583,76.9386,14.4907,False,
3954798,0.9184800,54953.841706,0.7541,0.1869,0.1300,0.1093,0.5019,0.0077,0.58,6140.0000,13.6080,291.6514,39.0381,71.6190,10.4594,True,
10979669,0.9257680,54954.506797,0.0649,0.0393,0.2371,0.2560,0.5326,0.0032,0.83,6697.0000,12.3330,293.7681,48.4211,80.9033,13.2572,False,
7977261,0.9258122,54954.342993,0.0709,0.0556,0.2335,0.2556,0.4974,0.0041,0.91,6146.0000,13.1460,297.2973,43.7771,77.8743,8.9317,False,
8087799,0.9262278,54999.963134,0.0463,0.0337,0.1181,0.1345,0.5029,0.0052,0.77,7869.0000,14.1690,288.0692,43.9051,74.9740,14.9507,False,
12400729,0.9317259,54965.484345,0.0847,-1.0000,0.0628,-1.0000,1.0000,0.0228,0.51,4949.0000,15.2270,287.4136,51.2101,81.8524,18.1285,False,
6370665,0.9323156,54965.419240,0.1473,0.1347,0.2545,0.1978,0.4996,0.0088,0.96,7386.0000,13.9990,293.8957,41.7601,74.8726,10.1723,False,
5636642,0.9335000,54999.629924,0.0128,0.0117,0.0555,0.0569,0.4992,0.0011,0.45,5528.0000,16.4280,296.3308,40.8963,74.9782,8.1526,False,
10407221,0.9337397,55011.200039,0.0005,-1.0000,0.2024,-1.0000,1.0000,0.0005,0.61,4427.0000,15.6470,292.8445,47.5504,79.8209,13.4329,False,
10363300,0.9349261,54965.177722,0.1376,0.0512,0.1043,0.0993,0.5010,0.0030,0.56,5700.0000,14.6810,299.6345,47.4773,81.9490,9.3496,False,
10599397,0.9374067,54964.910816,0.0055,-1.0000,0.0849,-1.0000,1.0000,0.0019,0.50,5278.0000,14.5460,291.6370,47.8323,79.7263,14.2883,False,
5621294,0.9389049,54954.510518,0.3677,0.0696,0.1488,0.1411,0.5019,0.0048,0.60,8425.0000,13.6130,292.2193,40.8933,73.5056,10.9002,False,
3662635,0.9393755,54965.012755,0.1117,0.0919,0.0858,0.0863,0.4998,0.0125,0.56,5589.0000,14.9040,295.5693,38.7261,72.7752,7.6143,True,
6778050,0.9458280,54965.564982,0.2906,0.2436,0.0910,0.0922,0.5003,0.0113,0.55,5091.0000,14.5140,292.0221,42.2901,74.7145,11.6534,False,
3124420,0.9489507,55000.571511,0.0643,-1.0000,0.1321,-1.0000,1.0000,0.0128,0.60,-1.0000,18.2410,293.2454,38.2722,71.5020,9.0025,False,
8608310,0.9503824,54964.955191,0.2606,0.2536,0.1373,0.1369,0.5004,0.0089,0.65,6257.0000,14.2710,284.0671,44.7487,74.6656,17.9203,False,
4358206,0.9511619,54964.920938,0.0786,-1.0000,0.0739,-1.0000,1.0000,0.0200,0.57,-1.0000,14.0380,289.6632,39.4176,71.2792,12.0101,False,
10794405,0.9523775,54965.337324,0.0023,0.0022,0.1246,0.1254,0.5006,0.0003,0.63,5479.0000,14.7130,290.6886,48.1992,79.8000,15.0176,False,
10858720,0.9523776,54954.860114,0.4843,0.4652,0.1256,0.1256,0.5000,0.0058,0.63,-1.0000,10.9710,290.6963,48.2030,79.8058,15.0145,False,
9596187,0.9533167,54964.695879,0.0021,-1.0000,0.0665,-1.0000,1.0000,0.0003,0.47,5929.0000,14.5380,294.9912,46.2236,79.2765,11.5276,False,
5269407,0.9588711,54965.645124,0.2321,0.0452,0.0948,0.0932,0.5001,0.0094,0.53,5307.0000,14.1640,290.0908,40.4618,72.3876,12.1619,False,
4729553,0.9612926,54954.462471,0.3311,0.1732,0.1333,0.1332,0.5009,0.0059,0.60,6091.0000,12.2210,285.7275,39.8413,70.3974,14.9480,False,
5471619,0.9628354,54965.198253,0.4430,0.1153,0.1493,0.1304,0.5001,0.0058,0.60,7844.0000,12.3700,297.7036,40.6425,75.2712,7.1227,False,
9788457,0.9633378,54965.186856,0.5894,0.1458,0.1495,0.1173,0.5000,0.0075,0.60,7939.0000,13.0050,298.1987,46.5299,80.6216,9.7270,False,
4350454,0.9656582,54964.961310,0.1513,0.0751,0.2280,0.2401,0.5191,0.0061,0.80,5907.0000,13.6240,287.0525,39.4879,70.4825,13.8718,False,
2854948,0.9743044,55002.410212,0.0347,-1.0000,0.0686,-1.0000,1.0000,0.0059,0.50,5466.0000,15.7830,291.9842,38.0884,70.8764,9.7997,False,
10991989,0.9744780,54954.647910,0.0090,0.0051,0.0936,0.0869,0.4991,0.0005,0.54,5021.0000,10.2820,298.5271,48.4186,82.4035,10.4612,True,
3957477,0.9790522,54954.934438,0.0559,0.0393,0.1023,0.0989,0.5001,0.0039,0.57,5395.0000,12.4770,292.3439,39.0693,71.8934,9.9933,False,
9220600,0.9791626,54954.447384,0.0659,0.0293,0.0762,0.2646,0.5031,0.0026,0.63,7055.0000,12.2640,292.7854,45.6302,78.0293,12.6315,False,
9574614,0.9820854,54965.685069,0.0052,-1.0000,0.0579,-1.0000,1.0000,0.0007,0.40,5276.0000,15.9330,284.9671,46.2763,76.4015,17.8731,False,
9365025,0.9843043,54954.474741,0.0053,0.0044,0.2564,0.2445,0.4921,0.0005,0.94,8012.0000,11.9020,299.3679,45.8840,80.4627,8.7037,False,
11358392,0.9849768,54954.564943,0.0069,-1.0000,0.0602,-1.0000,1.0000,0.0012,0.42,6195.0000,13.5480,295.6277,49.1782,82.1615,12.5027,False,
4999357,0.9901294,54953.896750,0.1814,0.1701,0.1290,0.1675,0.5006,0.0116,0.84,6662.0000,12.0120,288.0530,40.1330,71.4114,13.4337,False,
3122985,0.9934885,54965.600017,0.0245,-1.0000,0.0725,-1.0000,1.0000,0.0101,0.47,5592.0000,14.7010,292.9189,38.2067,71.3233,9.1997,False,
3113266,0.9958613,54964.847534,0.0051,0.0057,0.0405,0.0392,0.4992,0.0007,0.36,5077.0000,15.5770,290.6394,38.2846,70.5752,10.8331,False,
6262882,0.9965008,54965.111503,0.0194,0.0077,0.2684,0.2538,0.5044,0.0014,0.79,8317.0000,13.9790,282.6457,41.6087,71.1953,17.7748,False,
3965242,0.9967236,54964.911763,0.0342,-1.0000,0.0436,-1.0000,1.0000,0.0201,0.50,5183.0000,14.0600,294.3213,39.0389,72.5851,8.6175,False,
8758161,0.9982176,54953.832607,0.0870,-1.0000,0.1318,-1.0000,1.0000,0.0009,0.58,6729.0000,12.4570,293.6205,44.9673,77.6887,11.8107,True,
11097678,0.9997156,54954.857024,0.1890,0.1612,0.2631,0.1532,0.5016,0.0093,0.89,6493.0000,13.2200,297.6194,48.6935,82.3512,11.1199,False,
8669092,1.0008312,54954.288860,0.0034,-1.0000,0.0472,-1.0000,1.0000,0.0018,0.48,6028.0000,12.7330,281.8931,44.8275,74.1852,19.3966,True,
5955731,1.0038296,54954.560242,0.0204,0.0206,0.2626,0.2322,0.4800,0.0013,0.99,-1.0000,12.9930,290.3092,41.2249,73.1655,12.3400,False,
12356746,1.0049085,54954.369600,0.0420,0.0348,0.0805,0.0802,0.5011,0.0025,0.52,5882.0000,13.5320,291.2769,51.1357,82.7449,15.8607,False,
10014536,1.0093927,55009.936431,0.0002,-1.0000,0.2320,-1.0000,1.0000,0.0001,0.98,-1.0000,10.9500,293.0521,46.9335,79.3135,13.0373,False,
10063044,1.0096716,54965.595585,0.1674,0.0449,0.1228,0.1138,0.4996,0.0030,0.58,7420.0000,13.9180,286.2908,47.0762,77.5281,17.3150,False,
8565912,1.0121736,55000.334268,0.3269,0.0849,0.1370,0.1409,0.5002,0.0084,0.59,6771.0000,14.7120,294.1094,44.6911,77.5974,11.3765,False,
8294484,1.0127392,54999.844809,0.1299,-1.0000,0.1174,-1.0000,1.0000,0.0106,0.58,6253.0000,14.7130,289.9403,44.2257,75.8409,13.8528,False,
10189523,1.0139159,54965.418559,0.0403,-1.0000,0.0553,-1.0000,1.0000,0.0159,0.47,5002.0000,15.8560,283.0120,47.2386,76.8704,19.4614,False,
3431321,1.0150487,54954.427787,0.0093,0.0039,0.2496,0.2710,0.5113,0.0003,0.79,9589.0000,11.1970,287.7745,38.5040,69.7965,12.9565,False,
12599700,1.0177858,54965.259157,0.0404,-1.0000,0.0474,-1.0000,1.0000,0.0165,0.45,3887.0000,15.7840,288.8850,51.6043,82.5904,17.4186,False,
8913061,1.0199706,54954.108073,0.3233,0.2385,0.1773,0.1698,0.4996,0.0127,0.76,5414.0000,12.5510,300.2923,45.1513,80.1598,7.7728,False,
9832545,1.0207497,55000.093984,0.4337,0.1292,0.1344,0.1369,0.5000,0.0037,0.59,7903.0000,15.1780,292.4578,46.6575,78.8765,13.2835,False,
8647309,1.0220371,55000.115788,0.0948,-1.0000,0.1331,-1.0000,1.0000,0.0157,0.65,-1.0000,16.6330,298.8439,44.7489,79.2832,8.4508,False,
12016304,1.0240520,54965.655256,0.0556,0.0467,0.2294,0.2864,0.5015,0.0032,0.92,6491.0000,13.7180,293.5267,50.4272,82.6921,14.2724,False,
9474485,1.0251632,54965.292272,0.3882,0.3680,0.0765,0.0787,0.4999,0.0156,0.52,4469.0000,14.8840,295.4645,46.0170,79.2444,11.1412,False,
5534702,1.0254659,54965.634507,0.1645,0.1126,0.1043,0.0944,0.5007,0.0036,0.58,6838.0000,13.8210,292.1834,40.7072,73.3238,10.8412,False,
4679687,1.0279026,55000.391764,0.0026,-1.0000,0.0576,-1.0000,1.0000,0.0009,0.43,5225.0000,15.3200,297.5802,39.7027,74.4032,6.7358,False,
10676927,1.0311005,54999.932510,0.1450,-1.0000,0.1037,-1.0000,1.0000,0.0223,0.55,5451.0000,17.0220,296.1496,47.9378,81.2002,11.6229,False,
6191574,1.0345298,54964.878585,0.0710,-1.0000,0.0504,-1.0000,1.0000,0.0375,0.49,4208.0000,14.3530,287.1770,41.5331,72.4539,14.6070,False,
10264202,1.0351478,54965.550176,0.1042,0.0731,0.0728,0.0698,0.5002,0.0048,0.49,5207.0000,15.7770,287.4236,47.3733,78.1154,16.7111,False,
4649324,1.0356908,54965.227994,0.0710,0.0282,0.0819,0.2913,0.5002,0.0058,0.62,6098.0000,14.7530,290.1078,39.7055,71.6954,11.8245,False,
11968513,1.0365914,55185.882996,0.0858,-1.0000,0.0779,-1.0000,1.0000,0.0085,0.49,5337.0000,14.4410,294.3616,50.3053,82.8181,13.7399,False,
5078879,1.0393706,55003.083842,0.0008,0.0006,0.0432,0.0518,0.4996,0.0002,0.40,6160.0000,13.0280,284.1151,40.2436,70.2912,16.2422,False,
4551328,1.0441159,54965.084253,0.0018,-1.0000,0.0726,-1.0000,1.0000,0.0005,0.50,5182.0000,15.6360,288.6536,39.6643,71.1702,12.8199,False,
9345838,1.0458736,54954.538766,0.2370,0.1391,0.1360,0.1477,0.5061,0.0109,0.75,6761.0000,12.3780,293.2210,45.8439,78.3631,12.4529,False,
3848919,1.0472603,54964.765586,0.3857,0.3478,0.0977,0.0978,0.5000,0.0120,0.56,5226.0000,13.9010,291.0563,38.9744,71.3517,10.8452,False,
5876360,1.0508470,54999.817075,0.0145,-1.0000,0.0540,-1.0000,1.0000,0.0058,0.49,-1.0000,17.1720,291.8200,41.1125,73.5688,11.2676,False,
9419603,1.0524171,54964.964790,0.0728,0.0411,0.1292,0.4049,0.5110,0.0065,0.77,5652.0000,15.3110,297.4628,45.9678,79.8716,9.8965,False,
11455795,1.0573353,54964.791642,0.0488,-1.0000,0.0662,-1.0000,1.0000,0.0041,0.46,4477.0000,15.4140,292.1842,49.3100,81.2681,14.5803,False,
8552540,1.0619343,54954.105667,0.4011,0.2422,0.1072,0.1092,0.5001,0.0115,0.56,5749.0000,10.2920,288.8904,44.6170,75.8925,14.6971,True,
4647652,1.0648240,54953.946994,0.1083,0.0483,0.1298,0.3026,0.5017,0.0036,0.68,6265.0000,11.8110,289.6393,39.7750,71.6014,12.1797,False,
3749508,1.0657337,54954.377220,0.0049,-1.0000,0.0560,-1.0000,1.0000,0.0013,0.51,5961.0000,13.1510,292.1059,38.8362,71.5973,10.0529,False,
5475624,1.0698434,55279.980312,0.2196,0.0800,0.2148,0.1362,0.4990,0.0075,0.66,6561.0000,15.5490,298.5550,40.6066,75.5668,6.5458,False,
10616829,1.0729341,54965.293061,0.1084,0.0326,0.1194,0.1053,0.5021,0.0036,0.58,6670.0000,13.9600,297.7424,47.8917,81.6760,10.6617,False,
9402652,1.0731040,54954.290416,0.3644,0.3517,0.1387,0.1370,0.5001,0.0055,0.65,6641.0000,11.8230,291.2787,45.9342,77.8458,13.7107,False,
11968490,1.0788901,54965.437249,0.0330,0.0188,0.0717,0.0709,0.4994,0.0016,0.49,-1.0000,13.6980,294.3502,50.3515,82.8575,13.7668,False,
6844489,1.0797603,54965.387110,0.1621,0.1413,0.1510,0.1733,0.5027,0.0093,0.84,6077.0000,14.1360,285.1266,42.3180,72.5914,16.3175,False,
3351945,1.0805381,54965.329700,0.0331,-1.0000,0.0642,-1.0000,1.0000,0.0165,0.49,4744.0000,14.7340,293.8845,38.4457,71.8936,8.6398,False,
8608490,1.0828100,54965.473637,0.4084,0.2264,0.0832,0.0830,0.5017,0.0153,0.51,4897.0000,14.7710,284.1672,44.7794,74.7222,17.8647,True,
11391667,1.0837368,54954.131308,0.0087,0.0072,0.0556,0.0578,0.5001,0.0003,0.44,5394.0000,12.9230,285.3021,49.2635,79.4314,18.7088,True,
8894630,1.0840008,54954.056676,0.0398,0.0387,0.2076,0.2786,0.5025,0.0040,0.95,7117.0000,11.5440,294.9902,45.1272,78.2842,11.0225,False,
5802834,1.0924429,54954.484295,0.0404,0.0273,0.2501,0.3093,0.5055,0.0022,0.88,6077.0000,12.2110,295.2704,41.0241,74.7026,8.9164,False,
12066630,1.0983743,54953.972598,0.0462,0.0433,0.2897,0.2387,0.4978,0.0034,0.98,6818.0000,11.0070,294.1088,50.5426,82.9650,13.9888,True,
9508954,1.1006472,55002.351184,0.0028,-1.0000,0.2585,-1.0000,1.0000,0.0005,0.80,8512.0000,14.6520,282.5043,46.1998,75.7086,19.4468,False,
10268903,1.1039663,54999.910577,0.0549,0.0282,0.0492,0.0529,0.5005,0.0035,0.39,-1.0000,17.3620,289.7130,47.3435,78.7145,15.2708,False,
10736223,1.1050943,54965.545055,0.7011,0.1477,0.1114,0.1042,0.5003,0.0041,0.56,7797.0000,13.6510,293.8462,48.0503,80.5852,13.0469,False,
6695889,1.1065608,54965.373754,0.2544,0.0677,0.0789,0.0906,0.5017,0.0170,0.49,5964.0000,15.4150,293.1074,42.1226,74.9282,10.8594,False,
6803335,1.1108525,54954.336315,0.0564,0.0493,0.2425,0.3027,0.5062,0.0041,0.95,-1.0000,12.1180,298.2075,42.2011,76.8230,7.5736,False,
9164694,1.1113636,54965.301499,0.3882,0.2135,0.1817,0.2218,0.5162,0.0151,0.75,6213.0000,14.1750,295.6658,45.5069,78.8517,10.7789,False,
5377349,1.1167657,54965.748569,0.1198,0.0906,0.0987,0.0862,0.5001,0.0124,0.62,5629.0000,14.9460,295.7812,40.5384,74.4583,8.3445,False,
4570326,1.1215525,54954.442727,0.0474,0.0427,0.2551,0.2842,0.5037,0.0064,0.95,-1.0000,9.7680,294.0376,39.6286,73.0081,9.0878,True,
9343862,1.1232568,54999.850251,0.3777,0.1014,0.1154,0.1008,0.4996,0.0033,0.56,7709.0000,15.0100,292.4328,45.8534,78.1248,12.9504,False,
9725155,1.1271457,54953.910191,0.0072,0.0071,0.2752,0.2359,0.4970,0.0005,0.99,8123.0000,12.7520,297.3597,46.4025,80.2227,10.1695,False,
6025466,1.1278008,54953.774098,0.0376,-1.0000,0.0483,-1.0000,1.0000,0.0168,0.44,5815.0000,13.1220,285.3023,41.3672,71.7273,15.8360,False,
4945588,1.1290800,54954.186276,0.0400,0.0385,0.2581,0.2837,0.5037,0.0026,0.99,5999.0000,11.1500,297.1154,40.0242,74.5060,7.2051,True,
2997455,1.1298500,54964.788647,0.0047,-1.0000,0.0660,-1.0000,1.0000,0.0005,0.44,4795.0000,13.8000,293.1304,38.1278,71.3301,9.0157,False,
6058875,1.1298682,55002.072583,0.2599,0.2214,0.0747,0.0767,0.5004,0.0075,0.51,4586.0000,15.8390,296.3704,41.3905,75.4295,8.3663,False,
